description,Degree,School,School2,Master_A_Etranger,Double_Diplome,Certificats,Job1,Company_job1,Job2,Company_job2,Job3,Company_job3,Company_job4,Stage1,Stage2,Stage3,Stage4,Stage5,Skills,Specialité,Entreprises,Entreprise_Ds,EntrepriseSpec
"Ingénieur spécialisé en Energie, récemment diplômé de l'École des Mines d'Albi et titulaire d'un diplôme en Génie Electromécanique « accrédité par la CTI et labélisé par L’EUR-ACE » à l'Ecole supérieure d'Ingénierie et de Technologies (ESPRIT)

Mon parcours académique m’a permis d’acquérir maintes compétences techniques. En effet, je peux coder, concevoir, modéliser et simuler. Au cours de mes stages professionnelles ainsi que de mes projets académiques, j'ai développé mon sens de l'organisation, prouvé mes aptitudes de communication et démontré mes capacités d'analyse et de synthèse.

Lors de mon stage de fin d'études au Centre de Recherche d'ArcelorMittal, j'ai rejoint l'équipe Process afin de trouver des solutions pertinentes pour optimiser les stratégies de chauffage des fours industriels. Dans un premier temps, j'ai appris à manipuler un logiciel thermique interne de l'entreprise qui simule le comportement des fours de réchauffage. Par la suite, j'ai pu développer deux modèles thermiques supplémentaires et les intégrer dans le logiciel de base, ce qui a amélioré la précision des simulations. Par ailleurs, j'ai pu proposer une stratégie de chauffage pour augmenter l'efficacité énergétique d'une usine en réduisant sa consommation d'environ 7 %.

Je porte un intérêt particulier envers les enjeux environnementaux. C’est d’ailleurs la raison pour laquelle j’ai participé, avec une équipe multiculturelle, au projet « Gaz vert dans les Smart Grids » sous la tutelle de GRDF, où j’ai présenté une solution combinant quatre technologies innovantes, notamment l’intelligence artificielle, pour intégrer du gaz renouvelable dans ces réseaux intelligents.",Ingénieur Energie,Esprit,vide,ENSIM Ecole d'ingénieurs Le Mans Université,1.0,"Diplôme d’IngénieurDiplôme d’Ingénieur
IMT Mines Albi/ Fundamentals of Deep Learning
NVIDIA/ TOEIC 915 pts ETS",vide,,vide,,vide,,,Sabena Technics,Société Tunisienne de l'Electricité et du Gaz (STEG),Centre Technique des Industries Mécaniques et Electriques,LEONI,GRDF,"Python (langage de programmation),MATLAB,COMSOL,Gestion de projet
,Microsoft SQL Server,C,Microsoft Office,Fortran,LaTeX,Matlab,SolidWorks,MySQL
· ",Électromécanique,"vide,vide,vide,vide",sabenatechnicssocietetunisiennedelelectriciteetdugazsteg,vide
"Founded in 2018, Elyps is European investment platform giving investors access to the Asset Class of the Blockchain - the New Tech Revolution. Elyps is regulated in Europe and in the UK.
Elyps offers hand-picked investments in digital assets, ranging from liquid digital asset funds to blockchain services.
Elyps enables to link directly your investments with your Elyps current account and your Elyps physical international VISA card enabling instant cash-in and cash-out from your investments without the hurdle.",Software Engineer,Esprit,vide,vide,0.0,vide,Software Engineer,elyps,vide,,vide,,,TLedger,Seniatna,vide,vide,vide,"React Native,Payment Solutions,Blockchain,Web Development,Hyperledger,Ethereum,
SQL,NoSQL,React.js,Ionic Framework,PHP,Node.js,Amazon Web Services (AWS),
JavaScript,AngularJS,Full-Stack Development,
Mobile Application Development,Express.js,Chatbot Development",Génie Logiciel,"elyps,vide,vide,vide",elypstledgerseniatna,elyps
"Passionate Software Engineer with a proven experience in Mobile and Web development. Completely dedicated to learning new things and creating innovative materials.
Always trying to improve my skills and take my experiences to the next level.",vide,vide,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Student,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Développement d’applications mobiles et Développement web,Esprit,vide,vide,0.0,vide,Project Manager,Taderok,vide,,vide,,,,,vide,vide,vide,"Mobile Application Development,Back-End Web Development,React Native,JavaScript,Java,AngularJS,PHP,Node.js,MySQL,Android,SQL,Android Studio,React.js",Génie Logiciel,"Taderok,vide,vide,vide",taderok,Taderok
"Passionné par les nouvelles technologies et la finance, j'ai toujours cherché à évoluer professionnellement dans ces secteurs. En effet, j'ai appris à être totalement autonome et résistant aux situations impromptues. Je suis actuellement un développeur web full satck junior.",Ingénieur génie civil,Esprit,vide,vide,0.0,"custom petroleum exploration & production
Schlumberger",vide,,vide,,vide,,,,,vide,vide,vide,"ArcGIS,Revit,Hydraulique,Modélisation SIG,
recherche sur la composition du beton pour un imprimante 3d",Génie Civil,"vide,vide,vide,vide",,vide
"Fraichement diplômé, ingénieur en électromécanique spécialisé en organisation et gestion industrielle de l'école supérieure privé d'ingénierie et de technologies ESPRIT. 
Ma formation académique et les différents stages que j'ai passé me permettent de m'adapter a toute nouvelle expérience professionnelle. ",Ingénieur Process,Esprit,vide,vide,0.0,"Cambridge English Level 1 Certificate in ESOL International
British Council",vide,,vide,,vide,,,Schulte & Co. GmbH,Valeo,Hydroméca Systems,Tunisair Technics,vide,"Génie industriel,Lean Manufacturing,
SAP ERP,SOLIDWORKS,CATIA,Hypermesh",Électromécanique,"vide,vide,vide,vide",schultecogmbhvaleo,vide
"“The interesting thing about blockchain is that it has made it possible for humanity to reach a consensus about a piece of data without having any authority to dictate it,”",Blockchain Engineer,Esprit,vide,vide,0.0,"Application Security Analyst - Explorer Award for Students 2016
IBM/",Blockchain Engineer,The Arcadia Group,vide,,vide,,,WENEXT.IO,Parity Technologies,TLedger,vide,vide,"Blockchain,Network Security,React.js,Foreign Exchange (FX) Trading,Software Development,Computer Science,Security,MySQL,HTML/CSS,SQL,Hyperledger,Elastic Stack (ELK),Wazuh,Windows Server,Node.js,Ethereum,Cryptocurrency Trading,Truffle,pfSense,Intrusion Detection,Back-End Web Development,Go,Distributed Ledger Technology (DLT),Cryptography,Cryptocurrency,ELM,Systems Engineering,Tezos

·",TWIN,"The Arcadia Group,vide,vide,vide",thearcadiagroupwenextioparitytechnologies,TheArcadiaGroup
vide,vide,vide,vide,vide,vide,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Ingénieur Logiciel,Esprit,vide,vide,0.0,vide,Cadre supérieure stagiaire,MAE ASSURANCES,vide,,vide,,,Alliacom,Siemens,Assurances CARTE,Mazars BPO,vide,"Java,SQL,HTML5,Feuilles de style en cascade (CSS),Java Enterprise Edition,NoSQL,MongoDB,PHP,AngularJS
,Vue.js,JIRA,PHPUnit,behat",Génie Logiciel,"MAE ASSURANCES,vide,vide,vide",maeassurancesalliacomsiemens,MAEASSURANCES
vide,Ingénieur R&D-I,Esprit,vide,ENSIM Ecole d'ingénieurs Le Mans Université,1.0,vide,vide,,vide,,vide,,,AptiSkills,Compagnie Générale de Métallurgie,COFAT Group,vide,vide,"SQL,PHP,Python,
HTML,MySQL,Microsoft SQL Server,jQueryj , Analyse de données , Machine learning , Deep learning , Statistique , Finance  , NLP 
",Data Science - Actuariat,"vide,vide,vide,vide",aptiskillscompagniegeneraledemetallurgie,vide
"En tant qu'ingénieur informatique, je suis très attaché à mon domaine et prêt à vivre différentes expériences affin de satisfaire mes connaissances.
Je crois vraiment au travail acharné et je suis prêt à faire de mon mieux dans toutes mes tâches, pour
stimuler la productivité et le progrès de l'équipe.",Cloud & DevOps Engineer,Esprit,ISIMM | Institut Supérieur d'Informatique et de Mathématiques de l’Université de Monastir,vide,0.0,vide,vide,,vide,,vide,,,SBP-TECH,Ghazela Technology Academy,vide,vide,vide,"DevOps,Développement de logiciels,Base de données,IaaS ,Amazon Web Services,Jenkins ,docker,Kubernetes,Ansible,Prometheus.io,Grafana,Elastic Stack (ELK),Django",ArcTIC,"vide,vide,vide,vide",sbptechghazelatechnologyacademy,vide
"I am a vibrant software engineer with a
passion for mobile technologies. I learn
new things very fast. I love meeting and
interacting with people.
Changing people's life through technology is my passion .I find
fulfillment either by creating a new mobile applications experiences
or solving real problems. I settle for nothing less than perfection in
my work , it's my fuel to reach my goals.",Flutter Developer,Esprit,vide,vide,0.0,"FormaPlus
certificat framework symfony, Informatique/ 
FormaPlus
certificat infographie , Design graphique",Mobile Developer,MonMercato.com,Développeur flutter,tested4you,vide,,,eNano-Tech,Freelance,vide,vide,vide,"Développement iOS,Développement Android,flutter,swift,Framework Ionic,jQuery
MySQL,MongoDB,JEE,unity,Android,React.js,Camtasia,reactjs,DevOps,
dart",SIM,"MonMercato.com,tested4you,vide,vide",,vide
"I am a Software engineer who wants to truly make an impact on an organization with my coding skills and computer science background. I love to learn hands on, and thrive in fast-paced environments that provide the opportunity for ongoing collaboration and polishing my knowledge. 
I am specialized in web development and my Node.js's bias isn't a secret. As I also find comfort in developing in PHP and Python using different frameworks.",Student,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
vide,Student,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"DevOps,Développement de logiciels,Base de données,IaaS ,Amazon Web Services,Jenkins ,docker,Kubernetes,Ansible,Prometheus.io,Grafana,Elastic Stack (ELK),Django",ArcTIC,"vide,vide,vide,vide",,vide
vide,Ingénieur en informatique,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Grâce à mon insistance à obtenir le diplôme d'ingénieur en informatique et à une formation variée dans le domaine de mathématique, je peux vous faire part de ma maîtrise en termes d'analyse,gestion de projet et de relation professionnel. Passionné par mon domaine, je sais mettre mon combativité au développement et possède une excellente connaissance du monde des analyses.
mon parcours est résumé dans ce CV",vide,Esprit,Faculté des Sciences Mathématiques Physiques et Naturelles de Tunis,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
"Software Engineer in the making, striving to improve, fascinated by the role technology can play in our lives and aiming to positively impact the world. I take things to heart and invest myself in my projects. I love working in a team and exchange with people to move forward as one.

Passionate about Cycling, Photography, Visual arts, Abstract concepts and Physics.",Ingénieur génie civil,Esprit,vide,Centre des Hautes Études de la Construction (CHEC),1.0,vide,vide,,vide,,vide,,,STUDI International,Carthage control,vide,vide,vide,"
Routiére , 
Hydraulique , 
AutoCAD , 
Ms project , Arche , Robot structural analysis ,  
Géomacao , 
Béton armé , 
Génie civil , 
géomacao , 
robot ",Génie Civil,"vide,vide,vide,vide",studiinternationalcarthagecontrol,vide
vide,Étudiant(e) à Ecole Supérieure Privée d'Ingénierie et de Technologies - ESPRIT,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,vide,vide,"vide,vide,vide,vide",,vide
Passionate about transforming ideas into products that people love to interact with. As a social entrepreneur I have gained excellent interpersonal skills as well as strong technical skills which enables me to interact with a wide range of clients. Eager to be challenged in order to grow and further to reform my IT skills to deliver exceptional outcomes.,ingénieur,Esprit,vide,vide,0.0,"Cloud Computing Basics Coursera / Image Basics with OpenCV and Python
Coursera / EF SET English Certificated 76/100 (C2 Proficient)
EF Standard English Test (EF SET) / Learning Jenkins
Lynda.com / Python for Students
Lynda.com / EF Language Test Anglais 80 Expérimenté 
EF Education First","
Graphic Designer",Behance,vide,,vide,,,Arabesque,Inspect,ACTIA Group,vide,vide,"User Interface Design,iOS Development, Android Development ,SQL , JavaFX ,Android
,iOS,Unity , JEE , Xcode ,Linux , Ionic Framework , MySQL,Jenkins, Blockchain,Swift (Programming Language),Object-Oriented Programming (OOP),Android Studio , Cisco Networking,Tizen,Internet of Things (IoT) , JavaScript, Python , AngularJS",Génie Logiciel,"Behance,vide,vide,vide",behancearabesqueinspect,Behance
"In data we trust ..
Data is the electricity that drives our businesses , build our decisions and guide our economy .
Being a Business Intelligence engineer is to extract valuable information from those precious raw materials to simple dashboards helping top management to make difficult decisions changing business strategy to more profitable situations .
Let's stop speculating and make decisions based on trusty arguments gaining competitivity and sustainability ",Ingénieur ERP-BI,Esprit,vide,vide,0.0,"Formation ETL Talend Open Studio (1/2) : Les fondamentaux
Alphorm/
Machine Learning with PythonMachine Learning with Python
IBM/
Microsoft SQL Server 2016 SSIS : Implémenter une solution ETL
Alphorm
Cleaning Data in Python
DataCamp/
Intermediate Python
DataCamp/
Intermediate R
DataCamp/
Introduction to Python
DataCamp/
Introduction to R
DataCamp
What is Data Science?
IBM/
certificate of competency in Fundamentals of Deep Learning for Computer Vision 
NVIDIA/
Master Project Manager (MPM)
JCI (Junior Chamber International)",Consultant SAP BW/BO,Streamlink,SAP BW Engineer,Focus Corporation,vide,,,Alidade,SOFIA Technology,vide,vide,vide,"
Data Analysis,
Machine Learning,
Extract;Transform; Load (ETL),
Data Mining,
Data Warehousing,
Business Intelligence (BI),
Data Modeling,
Computer Science,
Big Data,
Analytics,
Data Visualization,
Tableau,
SQL, SQL Server Integration Services (SSIS),
SQL Server Reporting Services (SSRS),
Cognos,
Hadoop,
MySQL,
PL/SQL,
Microsoft Power BI,
SAP ERP,
Talend,
SQL Server Analysis Services (SSAS),
ETL Tools,
KPI Reports,
SAP Implementation
",ERP-BI,"Streamlink,Focus Corporation,vide,vide",streamlinkfocuscorporationalidadesofiatechnology,StreamlinkFocusCorporation
"Mes études m’ont permis de développer une certaine culture du résultat, ainsi qu’un un goût avéré pour les , Data Analysis et Data visualization.. Ces compétences m’ont été indispensables dans la réalisation de mes précédentes missions.",Ingénieur informatique et consultante Business Intelligence,Esprit,vide,vide,0.0,"NVIDIA DLI Certificate – Fundamentals of Deep Learning for Computer Vision
NVIDIA/
PowerBI
Orange/
HTML 5, CSS , JAVASCRIPT , PHP
G2C/
Programmation C++
G2C/
programmation C
G2C","
Ingénieur Business Intelligence",AMI ASSURANCES,vide,,vide,,,Sopra Steria,TEAMWILL CONSULTING,vide,VERMEG for Banking & Insurance Software,vide,"
Data Analysis,
Machine Learning,
Extract;Transform; Load (ETL),
Data Mining,
Data Warehousing,
Business Intelligence (BI),
Data Modeling,
Computer Science,
Big Data,
Analytics,
Data Visualization,
Tableau,
SQL, SQL Server Integration Services (SSIS),
SQL Server Reporting Services (SSRS),
Cognos,
Hadoop,
MySQL,
PL/SQL,
Microsoft Power BI,
SAP ERP,
Talend,
SQL Server Analysis Services (SSAS),
ETL Tools,
KPI Reports,
SAP Implementation
",ERP-BI,"AMI ASSURANCES,vide,vide,vide",amiassurancessoprasteriateamwillconsulting,AMIASSURANCES
vide,Étudiante,Esprit,vide,vide,0.0,vide,"
DevOps Engineer",Sofrecom Tunisie,vide,,vide,,,Sofrecom Tunisie,Tunisie Télécom,vide,vide,vide,"Automation,
DevOps,
Cloud Computing,
Docker,
System Administration,
Monitoring,
OpenStack,
Automatisation des tests,
kubernetes,
Jenkins,
ansible,
Robot Framework,",ArcTIC,"Sofrecom Tunisie,vide,vide,vide",sofrecomtunisiesofrecomtunisietunisietelecom,SofrecomTunisie
"During my academic and professional training, I was able to acquire the necessary scientific and technical knowledge in the IT domain. More particularly in the design, modeling and conception of application and Web services,as well as system and network administration.

Moreover, I gained a rich background that involved a great deal of independent research, self-motivation, requiring initiative and a wide range of technical, managerial and linguistic skills. 

Quick to pick up new skills, and having a motivation without defect, I shall carry out the various missions that you will entrust me and I can adapt to any situation and can easily get along with your team.",Ingénieur cloud,Esprit,vide,vide,0.0,vide,vide,,vide,,vide,,,,,vide,vide,vide,"Automation,
DevOps,
Cloud Computing,
Docker,
System Administration,
Monitoring,
OpenStack,
Automatisation des tests,
kubernetes,
Jenkins,
ansible,
Robot Framework,",ArcTIC,"vide,vide,vide,vide",,vide
